AgeBand,Gender,City,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,Transaction Amount,Account Balance After Transaction,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Card Type,Credit Limit,Credit Card Balance
25-34,Male,Detroit,Current,7708.63,2/17/2020,10/06/2023,1241.3,6467.33,45237.39,Mortgage,7.12,48,Closed,Visa,4166.17,2412.7
65+,Male,Boston,Savings,7824,3/28/2000,01/12/2023,1134.99,6689.01,8768.83,Auto,9.03,12,Approved,Visa,7833.39,3361.4
35-44,Female,Indianapolis,Current,3535.42,1/31/2016,06/05/2023,4182.09,7717.51,29335.89,Auto,3.25,48,Rejected,MasterCard,4311.99,2228.34
25-34,Female,Charlotte,Current,8081.94,03/09/2012,07/05/2023,4571.92,3510.02,28179.97,Personal,8.43,36,Closed,AMEX,7803.12,3255.95
18-24,Male,Detroit,Savings,8597.15,12/24/2002,8/24/2023,3255.3,5341.85,23465.22,Mortgage,4.25,48,Approved,MasterCard,5935.17,443.47
35-44,Other,Indianapolis,Current,1981.57,10/15/2001,11/13/2023,4679.74,6661.31,35034.55,Auto,2.19,24,Closed,MasterCard,9483.28,2170.14
55-64,Other,Columbus,Savings,3573.86,07/06/2008,08/12/2023,4750.56,-1176.7,26154.69,Personal,1.36,24,Rejected,Visa,9799,3228.26
55-64,Male,Memphis,Savings,2684.7,10/29/2003,02/03/2023,3800.84,-1116.14,27959.38,Personal,5.31,36,Closed,AMEX,6665.72,1456.4
25-34,Male,Las Vegas,Current,3806.15,01/12/2013,12/16/2023,1750.05,5556.2,45263.22,Auto,6.11,60,Rejected,Visa,9276.86,1615.11
35-44,Other,Charlotte,Current,4524.35,8/24/2006,04/11/2023,755.8,5280.15,43153.34,Personal,1.05,24,Approved,Visa,7494.9,101.36
45-54,Other,Denver,Savings,5148.69,9/15/2005,09/11/2023,2593.19,7741.88,29289.37,Auto,6.87,48,Approved,Visa,7101.01,3933.46
25-34,Female,San Diego,Current,447.53,3/18/2008,10/01/2023,1455.15,1902.68,8654.27,Mortgage,5.67,24,Approved,MasterCard,5189.51,2427.9
25-34,Female,Fresno,Savings,646.15,2/16/2012,06/12/2023,601.32,1247.47,47976.37,Personal,9.98,36,Rejected,MasterCard,6042.14,832.81
65+,Other,Los Angeles,Current,6586.82,10/02/2006,02/06/2023,1976.04,4610.78,31512.3,Auto,1.94,60,Approved,AMEX,4504.85,3151.49
18-24,Female,Portland,Savings,4483.14,5/30/2002,10/24/2023,2404.03,6887.17,40566.26,Mortgage,7.35,36,Rejected,MasterCard,2574.72,597.29
65+,Female,Jacksonville,Current,988.4,10/07/2021,7/30/2023,3313.31,4301.71,3696.07,Auto,2.95,48,Approved,Visa,9322.52,2324.79
65+,Male,Sacramento,Savings,3923.68,06/12/2018,3/27/2023,1113.49,2810.19,44944.44,Personal,2.86,24,Rejected,AMEX,2906.87,673.53
25-34,Female,El Paso,Current,4807.4,1/21/2018,04/01/2023,4343.78,9151.18,34981.28,Auto,1.17,48,Closed,AMEX,5877.33,3383.15
25-34,Female,San Diego,Current,6392.34,10/15/2013,09/08/2023,935.35,7327.69,34585.82,Mortgage,1.06,24,Approved,AMEX,7633.88,945.67
55-64,Male,Louisville,Savings,1271.47,08/08/2005,7/27/2023,4986.18,6257.65,6395.51,Auto,2.68,24,Closed,Visa,8411.78,4769.07
65+,Other,El Paso,Savings,9948.56,01/03/2006,10/22/2023,2788.83,7159.73,35930.3,Auto,2.58,12,Rejected,Visa,4200.46,3008.18
35-44,Female,Houston,Current,4799.58,10/31/2017,9/17/2023,742.74,5542.32,4755.23,Personal,1,36,Rejected,AMEX,6920.93,110.76
45-54,Female,Columbus,Current,6839.83,06/12/2002,11/04/2023,4173.62,11013.45,3735.47,Personal,7.45,12,Approved,AMEX,4988.56,2098.99
55-64,Other,Memphis,Current,9091.36,04/05/2020,4/23/2023,1276.12,7815.24,16942.05,Mortgage,5.53,48,Closed,MasterCard,8395.6,802.31
18-24,Female,New York,Current,415.05,10/21/2001,10/02/2023,949.68,-534.63,2135.31,Personal,4.57,48,Rejected,Visa,6914.44,3026.02
55-64,Other,Houston,Savings,6053.45,05/03/2000,04/02/2023,682.62,6736.07,8821.64,Mortgage,1.93,60,Approved,MasterCard,1420.69,3825.98
55-64,Male,Albuquerque,Current,5449.52,09/04/2000,9/30/2023,2758.96,8208.48,36580.21,Mortgage,4.01,24,Closed,Visa,6489.69,1542.25
45-54,Other,Tucson,Current,668.33,11/06/2003,6/22/2023,4397.84,-3729.51,41911.35,Mortgage,5.24,12,Approved,Visa,7321.79,3377.74
25-34,Other,Detroit,Savings,6960.97,6/13/2019,05/10/2023,4486.58,11447.55,9796.55,Auto,9.98,60,Closed,AMEX,9177.65,4356.2
18-24,Other,San Francisco,Current,2285.75,02/03/2003,3/29/2023,3930.24,6215.99,41341.58,Personal,5.6,12,Rejected,Visa,1456.11,4526.51
18-24,Male,Colorado Springs,Savings,7048.63,1/25/2013,09/03/2023,2911.42,9960.05,24545.97,Auto,1.18,48,Rejected,AMEX,6373.27,614.51
65+,Other,El Paso,Current,3690.03,5/19/2018,2/24/2023,2654.12,6344.15,47936.84,Auto,2.87,60,Rejected,AMEX,5506.56,1775.32
35-44,Other,Albuquerque,Savings,7724.25,12/02/2006,12/13/2023,1875.12,5849.13,7826.14,Auto,4.19,36,Closed,MasterCard,6770,1365.02
55-64,Male,Charlotte,Savings,9423.44,3/27/2019,01/04/2023,229.89,9193.55,3624.67,Auto,5.1,60,Closed,AMEX,7887.78,2852.91
35-44,Female,San Jose,Current,8619.07,4/13/2001,12/22/2023,4184.58,4434.49,42408.92,Auto,7.07,24,Approved,AMEX,2209.11,4080.59
55-64,Female,Los Angeles,Savings,4877.48,10/27/2017,11/12/2023,4997.37,-119.89,18737.29,Personal,6.32,48,Rejected,MasterCard,5877.22,3219.57
35-44,Other,Denver,Current,2330.2,11/23/2018,1/29/2023,4605.03,6935.23,23401.34,Personal,5.58,36,Closed,Visa,5685.47,4915.12
25-34,Male,Las Vegas,Savings,9924.99,9/30/2013,07/08/2023,4665.86,14590.85,26077.91,Mortgage,8.54,48,Rejected,Visa,5636.04,197.53
45-54,Male,Las Vegas,Savings,6629.04,04/02/2005,2/15/2023,1672.78,8301.82,41433.17,Personal,2.77,24,Closed,Visa,4720.1,995.23
55-64,Other,Austin,Savings,4019.93,06/07/2020,04/07/2023,505.54,3514.39,4724.02,Auto,1.7,48,Closed,AMEX,8646.1,4256.83
18-24,Other,Washington,Current,4867.09,2/14/2010,2/18/2023,4359.2,507.89,28005.09,Auto,8.54,36,Closed,Visa,1569.78,1963.33
35-44,Female,Charlotte,Current,1367.75,6/30/2010,4/30/2023,3821.41,5189.16,22097.84,Mortgage,5.16,60,Approved,MasterCard,4463.53,3893.9
65+,Female,Jacksonville,Savings,5102.39,03/08/2012,5/26/2023,1957.97,3144.42,17673.74,Personal,5.98,60,Rejected,Visa,6325.8,4858.38
35-44,Other,Portland,Current,1814.33,3/15/2014,11/28/2023,4169.55,-2355.22,18058.43,Personal,8.54,60,Closed,AMEX,9180.25,2951.17
25-34,Male,Dallas,Savings,3720.88,3/24/2017,09/06/2023,702.29,4423.17,46586.7,Mortgage,9.51,36,Closed,MasterCard,6671.23,3329.89
25-34,Other,Louisville,Savings,4968.49,09/02/2000,3/15/2023,3258.91,8227.4,14137.51,Auto,5.97,60,Approved,MasterCard,2180.3,1922.44
55-64,Male,New York,Current,9483.21,11/13/2015,9/30/2023,4767.39,14250.6,23276.34,Auto,8.31,12,Rejected,AMEX,7128.74,4496.07
35-44,Female,San Francisco,Savings,6284.46,04/07/2019,4/17/2023,4552.99,10837.45,25147.32,Auto,5.9,12,Closed,AMEX,4055.69,3351.62
55-64,Other,Milwaukee,Current,3781.71,07/09/2014,12/18/2023,3806.64,-24.93,36273.33,Auto,1.3,60,Rejected,Visa,6283.49,3019.84
18-24,Male,Jacksonville,Savings,1219.58,9/22/2018,07/03/2023,1340.25,-120.67,26430.34,Auto,9.6,24,Approved,AMEX,6139.69,138.16
25-34,Female,Atlanta,Current,7497.17,11/30/2000,12/11/2023,521.79,8018.96,31440.4,Personal,8.36,36,Approved,AMEX,2551.29,2473.08
65+,Other,Memphis,Savings,4721.84,06/05/2002,11/04/2023,1630.43,6352.27,20542.71,Mortgage,7.78,24,Rejected,MasterCard,8369.84,4975.47
25-34,Other,Seattle,Savings,774.74,09/07/2011,03/12/2023,3090.59,3865.33,36212.22,Mortgage,4.98,48,Rejected,Visa,5860.66,2246.13
65+,Female,Kansas City,Savings,6603.06,5/24/2002,1/20/2023,1589.36,8192.42,23826.74,Personal,9.48,24,Rejected,Visa,4477.54,4785.14
25-34,Other,Colorado Springs,Savings,3566.04,01/10/2007,06/06/2023,2071.44,5637.48,11912.94,Personal,5.41,24,Rejected,MasterCard,2852.97,4907.18
25-34,Female,Philadelphia,Savings,4098.52,8/23/2003,12/05/2023,2024,6122.52,41029.58,Personal,7.49,24,Closed,MasterCard,9244.32,3231.91
45-54,Male,Omaha,Current,8404.65,11/08/2004,8/13/2023,1685.78,6718.87,38507.16,Auto,1.91,60,Approved,MasterCard,3178.46,1500.49
25-34,Other,Fort Worth,Current,1459.35,2/25/2022,6/27/2023,4618.02,-3158.67,31747.02,Mortgage,2.97,48,Closed,Visa,9414.01,977.35
65+,Female,Columbus,Savings,3469.71,04/11/2010,4/28/2023,1606.56,1863.15,26575.41,Personal,4.82,48,Closed,AMEX,5872.85,2730.63
45-54,Female,Jacksonville,Savings,3700.31,05/03/2012,06/08/2023,4967.7,8668.01,11216.31,Personal,6.23,60,Closed,Visa,5525.41,524.8
55-64,Male,Oklahoma City,Current,132.96,12/15/2003,1/13/2023,1054.58,1187.54,43549.35,Mortgage,8.25,12,Closed,Visa,5246.01,2530.18
55-64,Other,Charlotte,Current,8468.76,2/25/2018,2/25/2023,4364.4,4104.36,5762.42,Personal,3.17,12,Approved,Visa,8934.92,3288.61
65+,Female,Milwaukee,Savings,8369.59,10/30/2021,8/28/2023,3664.36,12033.95,19776,Auto,7.97,48,Approved,AMEX,8325.85,2194.95
35-44,Female,San Antonio,Savings,6652.18,7/31/2012,10/02/2023,3347.34,3304.84,42775.49,Personal,9.01,36,Closed,MasterCard,7086.35,752.24
35-44,Female,Jacksonville,Savings,8999.52,7/21/2001,11/22/2023,2232.29,6767.23,30182.77,Personal,8.37,60,Closed,MasterCard,5714.41,4027.61
25-34,Other,Jacksonville,Savings,2801.58,1/16/2013,06/05/2023,4084.77,-1283.19,22492.37,Personal,6.6,24,Approved,AMEX,6910.79,2705.63
25-34,Other,Colorado Springs,Savings,2284.24,03/03/2018,3/21/2023,2466.17,-181.93,39776.68,Mortgage,8.29,36,Approved,Visa,3188.76,1351.88
55-64,Male,Louisville,Savings,778.36,11/25/2015,4/24/2023,686.35,92.01,49486.19,Auto,8.9,12,Approved,Visa,5471.66,78.45
65+,Male,Baltimore,Current,5960.93,2/15/2000,02/02/2023,1409.68,4551.25,10251.86,Personal,6,48,Approved,AMEX,2266.86,2720.97
45-54,Male,Atlanta,Savings,5013.92,09/07/2007,4/24/2023,920.32,4093.6,3485.92,Auto,8.29,12,Closed,Visa,2154.64,3836.14
65+,Other,Chicago,Savings,8122.92,8/15/2007,03/04/2023,2852.37,10975.29,23686.41,Auto,4.79,48,Approved,Visa,7377.96,1819.63
35-44,Female,Charlotte,Current,4864.74,07/06/2019,1/26/2023,3280.47,1584.27,15082.41,Auto,5.7,60,Closed,MasterCard,9486.64,3305.09
45-54,Other,Nashville,Current,2112.04,1/30/2002,3/28/2023,1686.31,3798.35,33670.83,Auto,1.47,48,Rejected,MasterCard,8222.72,3978.41
55-64,Other,Atlanta,Current,8115.01,01/11/2017,9/14/2023,207.18,7907.83,25218.66,Auto,8.95,36,Closed,MasterCard,9450.69,2348.58
18-24,Other,Fort Worth,Savings,4609,10/11/2016,04/03/2023,3297.1,7906.1,25451.14,Mortgage,2.26,36,Approved,Visa,2996.84,1350.78
45-54,Male,Houston,Current,9562.72,2/21/2004,7/19/2023,319.18,9881.9,18394.12,Mortgage,3.49,36,Closed,MasterCard,3355,2069
25-34,Female,Dallas,Savings,5391.27,8/25/2014,12/28/2023,4828.71,10219.98,11322.98,Auto,3.86,36,Approved,MasterCard,4814.94,3806.09
65+,Other,Colorado Springs,Current,1255.72,10/22/2001,7/24/2023,4437.52,5693.24,11459.26,Mortgage,2.04,24,Rejected,AMEX,4448.5,1092.03
25-34,Male,Louisville,Current,8525.14,02/10/2017,3/25/2023,4156.1,4369.04,19961.54,Personal,9.3,12,Approved,Visa,3682.79,1275.93
35-44,Other,El Paso,Current,8796.26,11/28/2001,4/17/2023,1844.04,6952.22,34409.95,Mortgage,9.73,60,Approved,AMEX,3631.48,1798.64
65+,Female,Omaha,Savings,4509.77,10/23/2021,09/04/2023,3727.51,782.26,17520.31,Mortgage,8.79,60,Approved,Visa,9217.54,3137.62
55-64,Male,Washington,Current,357.33,04/04/2002,01/05/2023,238.8,596.13,16974.84,Mortgage,4.12,60,Approved,AMEX,2628.1,1203.88
65+,Other,Las Vegas,Current,394.26,09/05/2002,9/25/2023,457.28,851.54,21825.03,Mortgage,1.5,12,Closed,AMEX,8869.53,2475.04
35-44,Male,Detroit,Current,3576.38,12/14/2014,10/31/2023,2477.79,6054.17,49552.21,Personal,2.65,48,Approved,AMEX,5589.39,3175.18
55-64,Female,Baltimore,Savings,7190.7,9/20/2004,1/14/2023,2937.96,4252.74,5470.55,Personal,7.95,60,Rejected,MasterCard,9342.19,2608.73
45-54,Female,Tucson,Savings,3377.41,01/11/2017,11/05/2023,3837.08,-459.67,15437.97,Mortgage,3.57,60,Closed,MasterCard,1160.7,33.63
45-54,Male,Indianapolis,Savings,176.53,2/27/2017,08/06/2023,1495.59,1672.12,15308.1,Mortgage,9.03,24,Approved,MasterCard,2997.87,2501.06
25-34,Other,Washington,Savings,8500.85,5/20/2006,8/22/2023,2717.6,5783.25,48750.54,Personal,8.52,60,Rejected,Visa,5490.11,1778.63
18-24,Female,Seattle,Savings,9690.45,2/18/2019,2/14/2023,322.09,9368.36,20951.72,Auto,3.13,60,Closed,AMEX,2273.3,229.18
45-54,Female,San Antonio,Current,3529.06,6/26/2010,06/09/2023,2359.63,5888.69,28781.62,Auto,7.24,48,Closed,AMEX,2935.26,4575.91
18-24,Other,Detroit,Current,823.44,6/26/2018,06/07/2023,3359.59,-2536.15,10708.42,Personal,4.98,60,Approved,Visa,5268.03,3247.13
25-34,Male,San Diego,Savings,2984.98,1/20/2022,9/25/2023,4948.31,-1963.33,1622.71,Mortgage,2.93,60,Rejected,Visa,7909.7,4566.88
55-64,Male,Philadelphia,Current,8010.16,10/16/2005,04/10/2023,3842.12,4168.04,17624.2,Mortgage,6.31,12,Closed,MasterCard,8067.63,1527.43
55-64,Other,Baltimore,Current,5468.36,10/26/2005,3/24/2023,4977.45,490.91,32312.62,Personal,8.54,24,Approved,AMEX,6540.18,4620.6
18-24,Female,Colorado Springs,Savings,3901.46,10/22/2008,2/13/2023,2494.6,1406.86,34885.48,Mortgage,9.34,12,Approved,AMEX,9181.12,2207.24
18-24,Female,El Paso,Savings,3408.85,8/19/2022,06/02/2023,2170.43,1238.42,37939.92,Personal,1.53,60,Rejected,MasterCard,6664.69,1616.66
25-34,Other,Albuquerque,Savings,1242.41,05/06/2016,6/19/2023,4172.69,-2930.28,43172.52,Auto,4.77,24,Approved,MasterCard,1214.38,4208.11
35-44,Other,Washington,Current,3461.19,6/23/2016,1/21/2023,2317.3,1143.89,6665.53,Mortgage,6.44,48,Rejected,MasterCard,5661.8,218.81
55-64,Male,Dallas,Savings,4754.07,6/15/2021,09/07/2023,3783.13,970.94,5056.84,Auto,4.04,12,Closed,Visa,9708.31,3658.22
25-34,Male,Milwaukee,Savings,6764.1,02/07/2016,07/08/2023,4972.57,11736.67,39596.58,Mortgage,3.86,48,Closed,AMEX,6905.21,4322.17
35-44,Other,San Antonio,Savings,2694.58,10/03/2019,11/18/2023,3625.73,-931.15,22351.82,Personal,7.95,60,Approved,Visa,7195.72,4356.67
18-24,Female,Dallas,Current,8984.05,7/31/2011,12/23/2023,81.37,8902.68,47408.72,Mortgage,8.04,60,Rejected,AMEX,2027.14,158.8
55-64,Male,San Jose,Current,4899.52,1/31/2019,1/21/2023,909.61,5809.13,47230.75,Mortgage,7.56,24,Closed,MasterCard,4237.25,4408.16
35-44,Other,Chicago,Current,4111.1,6/17/2008,10/09/2023,1388.58,5499.68,7940.95,Auto,9.09,48,Rejected,Visa,8617.36,3576.37
35-44,Female,Sacramento,Savings,5980.14,7/24/2005,06/09/2023,4112.46,10092.6,34870.01,Auto,5.45,60,Closed,AMEX,1992.92,4227.42
25-34,Male,Tucson,Current,1759.48,4/29/2009,08/07/2023,4661.35,-2901.87,4288.26,Mortgage,8.09,48,Rejected,AMEX,8553.12,3336.96
25-34,Other,Nashville,Savings,1155.2,12/04/2010,1/17/2023,3251.99,-2096.79,20767.09,Auto,1.1,48,Closed,Visa,6158.21,3745.14
45-54,Other,Milwaukee,Savings,3530.75,12/28/2021,01/04/2023,449.31,3081.44,42243.79,Personal,9.89,24,Rejected,AMEX,4544.77,3087.61
65+,Female,Fresno,Current,495.34,6/17/2004,02/08/2023,2502.63,-2007.29,23587.02,Mortgage,9.27,24,Closed,Visa,9371.82,2353.74
65+,Female,Albuquerque,Savings,3838.07,2/24/2010,9/28/2023,4296.62,-458.55,2647.06,Auto,8.57,60,Approved,Visa,1264.99,4643.25
18-24,Other,Sacramento,Current,6747.7,03/08/2017,10/16/2023,1817.31,4930.39,12776.1,Auto,6.29,60,Rejected,MasterCard,9341,552.38
65+,Female,Charlotte,Savings,8140.01,08/11/2022,07/08/2023,335.72,8475.73,5232.15,Mortgage,5.9,48,Approved,MasterCard,8905.72,318.75
55-64,Other,Albuquerque,Savings,5839.65,5/29/2000,5/22/2023,3900.11,1939.54,21003.53,Auto,2.35,12,Closed,MasterCard,9881.63,3327.14
55-64,Female,Philadelphia,Current,6944.16,02/06/2003,12/12/2023,3289.03,3655.13,35138.25,Personal,1.49,60,Rejected,MasterCard,4750.55,3367.99
45-54,Female,Nashville,Savings,8347.98,12/23/2020,10/30/2023,2340.19,6007.79,33357.51,Personal,3.3,48,Closed,Visa,5146.2,4209.52
35-44,Male,Tucson,Current,7753.99,11/23/2012,05/10/2023,4250.53,3503.46,36228.06,Personal,2.36,48,Closed,Visa,7347.77,3242.71
55-64,Male,Albuquerque,Current,3267.82,3/28/2014,12/12/2023,4250.06,7517.88,19806.98,Mortgage,6.05,36,Approved,MasterCard,1992.25,437.93
18-24,Female,Denver,Savings,5776.88,6/23/2001,11/18/2023,3507.79,2269.09,13998.7,Auto,3.99,36,Approved,Visa,3192.2,4396.88
55-64,Other,Tucson,Savings,2722.05,12/26/2004,6/25/2023,4712.17,7434.22,3789.68,Personal,4.49,12,Approved,MasterCard,4978,495.63
25-34,Female,Louisville,Savings,5805.7,4/20/2006,7/13/2023,2275.18,8080.88,47137.19,Mortgage,1.24,24,Closed,AMEX,7459.36,2247.17
55-64,Male,Milwaukee,Savings,4317.41,12/15/2006,12/03/2023,3647.36,7964.77,6795.73,Mortgage,5.94,12,Approved,MasterCard,5468.12,3146.79
35-44,Other,Nashville,Savings,3790.71,03/03/2007,10/01/2023,4155.1,7945.81,9733.96,Auto,6.91,12,Approved,AMEX,3066.11,3161.87
35-44,Female,Fresno,Savings,1917.28,03/08/2020,6/28/2023,3181.62,5098.9,2225.04,Auto,4.01,60,Rejected,AMEX,3625.95,2240.53
55-64,Female,Charlotte,Savings,5661.36,10/20/2007,8/28/2023,2770.02,8431.38,16541.24,Auto,2.18,48,Rejected,Visa,7747.03,1652.52
25-34,Female,Columbus,Savings,7320.23,08/11/2021,05/12/2023,3662.67,10982.9,41123.5,Mortgage,7.33,12,Approved,MasterCard,8253.15,1505.69
45-54,Female,Denver,Savings,5755.67,8/19/2014,3/22/2023,1778.98,3976.69,17280.09,Auto,2.16,24,Approved,AMEX,4925.5,4867.37
35-44,Male,Charlotte,Savings,785.34,12/30/2017,06/10/2023,1838.49,-1053.15,33633.15,Personal,8.35,48,Approved,MasterCard,2739.98,1700.28
45-54,Male,Philadelphia,Savings,9250.84,4/30/2015,6/30/2023,4883.3,14134.14,48311.68,Auto,5.91,60,Approved,AMEX,6173.98,2906.35
18-24,Male,Dallas,Current,154.36,7/20/2009,9/26/2023,603,757.36,44734,Auto,3.14,36,Closed,Visa,4601.01,2893.78
25-34,Male,Atlanta,Savings,8862.07,1/14/2015,11/23/2023,4211.57,13073.64,9818.64,Personal,9.09,12,Closed,Visa,6750.43,2854.25
35-44,Other,Oklahoma City,Savings,7684.13,7/14/2009,2/27/2023,3945.84,3738.29,18601.16,Personal,2.28,48,Rejected,Visa,8423.96,3106.09
65+,Other,Fresno,Savings,1055.92,11/12/2015,07/10/2023,280.26,1336.18,37805.88,Personal,6.41,36,Approved,AMEX,5752.41,1312.23
25-34,Other,Kansas City,Current,2441.99,07/12/2001,11/17/2023,3520.48,5962.47,48905.27,Personal,6.56,60,Rejected,MasterCard,9116.9,1692.92
55-64,Female,Detroit,Savings,3554.78,10/18/2015,12/26/2023,478.48,4033.26,36080.81,Personal,1.34,24,Closed,Visa,4318.4,352.33
35-44,Other,Seattle,Current,9111.98,5/20/2006,02/11/2023,1060.4,10172.38,13358.41,Mortgage,6.49,60,Approved,AMEX,5327.19,2855.06
65+,Male,Louisville,Current,9801.27,09/07/2018,04/05/2023,4791.49,5009.78,7508.31,Personal,7.25,24,Approved,MasterCard,6135.99,1194.46
65+,Male,Dallas,Savings,962.97,12/06/2013,12/22/2023,1817.13,-854.16,25262.82,Auto,9.19,24,Closed,AMEX,7470.25,857.17
18-24,Female,Albuquerque,Savings,4029.63,9/20/2004,3/30/2023,293.44,4323.07,10454.62,Mortgage,7.38,24,Rejected,MasterCard,5758.64,4166.94
45-54,Other,Philadelphia,Savings,1577.89,05/05/2004,4/19/2023,2610.78,-1032.89,12153.13,Auto,5.36,60,Closed,AMEX,8299.97,2909.46
35-44,Female,Columbus,Current,2856.52,3/29/2013,8/21/2023,1040,1816.52,32087.16,Personal,8.68,12,Rejected,AMEX,7269.57,2791.5
45-54,Female,Louisville,Current,9812.6,8/24/2007,10/23/2023,2137.38,11949.98,26226.93,Auto,4.18,36,Approved,AMEX,4150.33,780
65+,Other,Las Vegas,Current,9845.82,1/14/2018,12/16/2023,517.27,10363.09,6913.97,Auto,8.7,48,Closed,Visa,6759.31,2223.97
55-64,Female,San Jose,Savings,4774.17,2/20/2001,04/12/2023,488.88,5263.05,8530.23,Mortgage,8.6,12,Closed,AMEX,3850.33,2775.92
25-34,Other,Fort Worth,Savings,1913.07,1/31/2018,1/21/2023,2525.67,4438.74,1952.29,Auto,6.43,12,Closed,AMEX,7449.17,2190.04
25-34,Other,Denver,Current,5515.48,3/14/2002,3/24/2023,1686.03,7201.51,11763.33,Mortgage,4.1,48,Approved,MasterCard,6881.12,2669.32
45-54,Female,Nashville,Current,3274.78,1/29/2008,06/10/2023,784.8,4059.58,44478.34,Auto,6.32,48,Approved,AMEX,2595.92,74.4
45-54,Male,Portland,Current,9295.43,4/18/2004,7/17/2023,2906.05,12201.48,39858.63,Auto,9.15,36,Rejected,Visa,7304.82,997.71
25-34,Other,Denver,Current,8200.32,11/06/2008,02/11/2023,320.34,7879.98,21324.31,Personal,6.73,12,Approved,Visa,2176.29,1084.24
35-44,Male,Las Vegas,Savings,3157.52,4/20/2008,02/06/2023,3766.17,6923.69,37354.77,Auto,8.56,36,Approved,AMEX,1827.48,1890.64
25-34,Male,Detroit,Savings,281.26,05/04/2012,7/19/2023,266.18,547.44,20941.49,Mortgage,4.1,12,Rejected,AMEX,6785.22,4703.78
25-34,Other,Louisville,Current,9980.68,12/04/2012,11/29/2023,4852.15,5128.53,39813.1,Personal,3.63,48,Closed,MasterCard,4000.67,2706
35-44,Male,Seattle,Savings,6865.11,09/12/2012,06/03/2023,3680.77,3184.34,9915.35,Personal,3.3,24,Closed,AMEX,2446.61,1281.79
65+,Female,Mesa,Current,4314.7,11/15/2010,02/08/2023,4487.09,8801.79,8473.35,Personal,5.42,36,Approved,Visa,9886.83,3583.43
18-24,Female,Memphis,Current,2955.71,11/20/2020,2/16/2023,2205.35,5161.06,4819.09,Personal,4.89,36,Closed,Visa,8829.37,1094.07
18-24,Male,San Francisco,Savings,143.8,08/06/2020,11/08/2023,299.82,-156.02,12848.51,Personal,8.69,24,Rejected,AMEX,2591.88,788.06
25-34,Female,Houston,Savings,1624.2,3/15/2006,4/20/2023,1154.91,469.29,8169.5,Auto,2.01,12,Closed,MasterCard,9492.47,1489.53
18-24,Other,Memphis,Savings,158.13,12/27/2009,07/05/2023,4855.76,-4697.63,40133.43,Personal,5.99,24,Approved,AMEX,6454.38,1463.87
35-44,Other,Houston,Current,6016.09,08/12/2021,07/04/2023,3098.27,9114.36,12758.61,Auto,4.63,24,Rejected,AMEX,5679.06,2106.68
55-64,Male,Jacksonville,Current,6667.1,2/24/2001,11/23/2023,1147.08,5520.02,26294.17,Auto,9.44,60,Closed,MasterCard,4211.54,3571.62
35-44,Female,Boston,Savings,7691.28,6/17/2020,08/04/2023,2419.26,5272.02,38053.66,Auto,8.1,12,Closed,AMEX,3892.43,2894.68
55-64,Male,Milwaukee,Savings,1951.29,12/29/2017,4/20/2023,1594.03,3545.32,34176.65,Mortgage,4.9,24,Closed,MasterCard,1926.97,2462.58
65+,Female,Chicago,Savings,1050.11,11/10/2000,7/19/2023,2453.69,-1403.58,11024.89,Auto,6.77,24,Rejected,MasterCard,2632.8,4742.46
45-54,Other,Los Angeles,Current,6539.55,1/24/2017,6/22/2023,4184.75,10724.3,4776.52,Auto,7.71,60,Rejected,Visa,3421.85,161.29
35-44,Female,Boston,Current,5048.95,10/22/2006,11/17/2023,1120.55,6169.5,45676.32,Personal,1.64,60,Rejected,AMEX,7626.11,2020.04
25-34,Female,Philadelphia,Savings,8769.29,9/14/2014,01/04/2023,2001.45,6767.84,31477.69,Auto,7.06,60,Rejected,AMEX,9639.68,3424.39
55-64,Male,Detroit,Savings,5379.33,5/19/2004,03/02/2023,2235.99,7615.32,35621.62,Personal,2.26,48,Closed,MasterCard,5189.77,1602.1
18-24,Other,San Diego,Current,4503.73,8/30/2014,6/20/2023,2939.4,1564.33,19914.69,Mortgage,2.7,36,Approved,Visa,4339.45,2377.17
35-44,Female,Sacramento,Savings,4931.48,03/02/2007,12/27/2023,397.87,4533.61,12838.74,Auto,5.15,60,Approved,Visa,8731.91,150.44
55-64,Other,Portland,Current,7844.99,04/09/2000,5/27/2023,1042.99,8887.98,27000.26,Mortgage,9.82,12,Closed,Visa,7126.75,1016.18
35-44,Female,Boston,Savings,281.22,1/26/2011,12/08/2023,1995.19,-1713.97,4816.21,Personal,9.57,48,Closed,AMEX,3203.2,407.83
55-64,Other,Seattle,Current,9190.29,6/14/2009,12/22/2023,4048.61,5141.68,40198.85,Personal,9.12,36,Rejected,AMEX,5843.55,4853.14
35-44,Female,New York,Current,7170.47,04/06/2017,05/09/2023,942.34,6228.13,33070.75,Personal,1.31,48,Approved,AMEX,8951.27,3721.89
55-64,Other,Colorado Springs,Savings,8864.37,10/10/2002,5/27/2023,4408.8,4455.57,38320.07,Personal,8.68,60,Rejected,MasterCard,6939.88,3266.74
18-24,Female,Chicago,Savings,9600.03,01/07/2012,2/20/2023,1702.43,7897.6,28893.78,Personal,7.99,24,Rejected,MasterCard,4356.37,10.58
18-24,Other,Houston,Current,2337.44,09/02/2000,03/05/2023,1276.66,1060.78,29317.55,Mortgage,5.49,24,Closed,AMEX,4854.01,2332.51
